NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Private Room in Gramercy Park,Manhattan,40.73537,-73.98244,strict,Private room,910.0,182.0,1,5.0
Brilliant Room 20Min to Central Park,Queens,40.7339,-73.8883,moderate,Private room,386.0,77.0,10,2.0
Charming One Bedroom in Central Williamsburg,Brooklyn,40.71413,-73.96075,moderate,Entire home/apt,118.0,24.0,7,5.0
"Hip Modern Brooklyn Studio, Minutes to Manhattan!",Brooklyn,40.69167,-73.96927,moderate,Entire home/apt,931.0,186.0,93,5.0
Shared room y Times Square,Manhattan,40.76483,-73.98975,flexible,Shared room,464.0,93.0,12,3.0
"Prime Gramercy, Luxury 1BD DOORMAN ",Manhattan,40.73771,-73.98058,strict,Entire home/apt,135.0,27.0,1,2.0
Live like a local in the heart of Manhattan,Manhattan,40.75568,-73.96798,strict,Entire home/apt,746.0,149.0,8,4.0
Spaced and beautiful - manhattan - close to subway,Manhattan,40.82258,-73.95368,flexible,Private room,145.0,29.0,68,5.0
The Real B&B Home,Brooklyn,40.64399,-73.89315,flexible,Entire home/apt,971.0,194.0,11,3.0
SoHo Charm - Entire 2-br apartment,Manhattan,40.72672,-74.00066,moderate,Entire home/apt,139.0,28.0,1,2.0
Cute Corner Room in Heart of Bushwick,Brooklyn,40.70078,-73.91992,flexible,Private room,139.0,28.0,1,2.0
"2 bed, 2 bath, roof deck artsy gem in East Village",Manhattan,40.72792,-73.98106,moderate,Entire home/apt,497.0,99.0,4,2.0
Modern Lux 1 br near 2/3/4/5 Trains,Brooklyn,40.67319,-73.95987,strict,Entire home/apt,805.0,161.0,1,3.0
Aloft Manhattan Downtown-7 Nights Min,Manhattan,40.71086,-74.00746,moderate,Private room,286.0,57.0,2,4.0
Upper WestSide Manhattan Comfort 3,Manhattan,40.78293,-73.97636,strict,Private room,410.0,82.0,8,2.0
Modern 1 Bedroom in East Williamsburg,Brooklyn,40.7078,-73.94619,moderate,Entire home/apt,287.0,57.0,24,5.0
MANHATTAN WEST - SUNNY KING ROOM,Manhattan,40.75505,-73.99811,flexible,Private room,999.0,200.0,16,4.0
Great Greenpoint Apartment,Brooklyn,40.73526,-73.95375,moderate,Entire home/apt,870.0,174.0,34,5.0
Adorable room/ lofted bed with desk close to City!,Brooklyn,40.70018,-73.94082,moderate,Private room,91.0,18.0,1,2.0
2 Story PRIVATE Duplex/Elevator Building in NoMad,Manhattan,40.74121,-73.98139,strict,Entire home/apt,979.0,196.0,66,3.0
Designer Studio /1Br  in Williamsburg with Views,Brooklyn,40.71191,-73.95988,moderate,Entire home/apt,707.0,141.0,9,4.0
"Beautiful, spacious bedroom in Inwood, Manhattan",Manhattan,40.85993,-73.92756,strict,Private room,869.0,174.0,2,5.0
Great room close to Columbia University and Subway,Manhattan,40.79951,-73.96767,moderate,Private room,344.0,69.0,1,2.0
"Clean, private room with private bathroom.",Queens,40.75299,-73.8307,moderate,Private room,74.0,15.0,50,4.0
Bright Bedroom in a Brooklyn Loft,Brooklyn,40.69579,-73.98296,strict,Private room,337.0,67.0,65,1.0
Elegant apartment in the ❤️ of West Village,Manhattan,40.73511,-74.0068,moderate,Entire home/apt,419.0,84.0,5,2.0
"Light/Bright Artist's Studio in Red Hook, Brooklyn",Brooklyn,40.6799,-74.01147,moderate,Entire home/apt,573.0,115.0,3,4.0
"Bright, Quiet and Modern--1,200 Sq Ft in W Village",Manhattan,40.7355,-73.99964,flexible,Entire home/apt,571.0,114.0,33,5.0
Comfortable studio apartment rental in Brooklyn.,Brooklyn,40.6866,-73.9756,moderate,Entire home/apt,687.0,137.0,6,3.0
Location!! Welcome to my Lovely Home.,Manhattan,40.72738,-74.00018,strict,Private room,678.0,136.0,161,3.0
NYC GORGEOUS LIGHT SPACE RIVER VIEW,Manhattan,40.82191,-73.95736,moderate,Entire home/apt,139.0,28.0,3,5.0
"Madison Ave 2 BR Penthouse, 3 Beds",Manhattan,40.78531,-73.95683,flexible,Entire home/apt,162.0,32.0,2,5.0
Modern Living,Brooklyn,40.70777,-73.94816,flexible,Private room,927.0,185.0,3,2.0
The Big Apple  New York/Minutes to S. I. Hospital,Staten Island,40.58239,-74.10838,moderate,Entire home/apt,447.0,89.0,14,3.0
Modern Lovely 2 bedroom 10 min away from Park,Brooklyn,40.67672,-73.95844,strict,Entire home/apt,201.0,40.0,2,3.0
Pure Serenity 1BR in the Lower East Side,Manhattan,40.71912,-73.9863,flexible,Entire home/apt,626.0,125.0,122,2.0
Giant Duplex with Backyard 20 Mins to Manhattan!,Queens,40.77315,-73.9075,flexible,Entire home/apt,940.0,188.0,2,4.0
The Rainforest Apartment,Manhattan,40.74421,-73.98207,moderate,Entire home/apt,303.0,61.0,20,3.0
Amazing room UWS steps away from Columbia Univ.,Manhattan,40.80348,-73.96579,moderate,Private room,218.0,44.0,149,5.0
(2R) Cozy and clean bedroom with private bathroom,Queens,40.73318,-73.79322,flexible,Entire home/apt,57.0,11.0,113,4.0
"$2,800/m for 6/8-7/7! Long-term Deal in Park Slope",Brooklyn,40.67356,-73.97742,strict,Entire home/apt,542.0,108.0,75,3.0
Spacious private room in NYC 8 mins Times Square,Queens,40.75572,-73.9279,strict,Private room,556.0,111.0,37,5.0
Modern 3 Bedroom Apt in Bronx w Backyard,Bronx,40.89318,-73.84077,strict,Entire home/apt,589.0,118.0,36,4.0
Bright and Spacious One Bedroom near Prospect Park,Brooklyn,40.6752,-73.96385,moderate,Entire home/apt,81.0,16.0,6,5.0
Beautiful Central Park View,Manhattan,40.7962,-73.96156,moderate,Private room,627.0,125.0,277,2.0
THIES IN HARLEM .,Manhattan,40.81323,-73.9422,strict,Entire home/apt,755.0,151.0,8,2.0
"Private room, Sunny topfloor apartment Cobble Hill",Brooklyn,40.68714,-73.99283,moderate,Private room,571.0,114.0,2,4.0
Artsy 2 BR in Brownstone. w large yard w/fire pit,Brooklyn,40.67242,-73.95389,moderate,Entire home/apt,449.0,90.0,13,2.0
"2, 3 or 4  Floors, Heart of Greenwich Village",Manhattan,40.73242,-74.00404,flexible,Entire home/apt,161.0,32.0,1,3.0
NYC Room near Central Park East !!!,Manhattan,40.77564,-73.9533,strict,Private room,285.0,57.0,71,3.0
Cute 1bd w/balcony E Williamsburg,Brooklyn,40.71946,-73.94193,moderate,Entire home/apt,776.0,155.0,42,4.0
One BR 2nd FL apartment close to Air Train,Queens,40.69074,-73.80449,moderate,Entire home/apt,760.0,152.0,13,5.0
Cozy Artist Space,Manhattan,40.82079,-73.95115,flexible,Entire home/apt,78.0,16.0,23,1.0
Private room in Downtown Manhattan,Manhattan,40.71753,-73.99724,strict,Private room,311.0,62.0,1,4.0
Luxury apartment in beautiful Boerum Hill!,Brooklyn,40.68611,-73.98336,strict,Entire home/apt,752.0,150.0,46,2.0
Oriental Room in Upper Manhattan near Central Park,Manhattan,40.80584,-73.95272,moderate,Private room,415.0,83.0,88,3.0
1 Clean room in 2BR Apt Manhattan,Manhattan,40.72695,-73.98546,strict,Private room,592.0,118.0,2,3.0
Private Area w Futon Bed full - TV,Brooklyn,40.69831,-73.92985,strict,Private room,897.0,179.0,29,5.0
Beautiful cozy shared apartment by Central Park,Manhattan,40.79966,-73.94191,flexible,Shared room,286.0,57.0,13,3.0
"Charming, Sunlit 1-Bedroom on Upper East Side",Manhattan,40.78069,-73.95149,moderate,Entire home/apt,474.0,95.0,8,3.0
"Family friendly, sunny new condo in McCarren Park",Brooklyn,40.72183,-73.94908,moderate,Entire home/apt,448.0,90.0,7,1.0
PRIVATE ROOM IN THE HEART OF ASTORIA!,Queens,40.7743,-73.90949,moderate,Private room,667.0,133.0,1,5.0
The heart of Manhattan - NYC,Manhattan,40.74676,-74.00234,moderate,Private room,420.0,84.0,202,5.0
Cozy Brooklyn Designer Apartment,Brooklyn,40.68123,-73.99424,moderate,Entire home/apt,475.0,95.0,7,4.0
"Chic Chelsea charming apartment, GREAT DECOR",Manhattan,40.75133,-73.99965,moderate,Entire home/apt,585.0,117.0,16,5.0
Furnished studio in Union Square,Manhattan,40.73557,-73.98589,moderate,Entire home/apt,907.0,181.0,1,1.0
Have Whole Apt! Prime Williamsburg!,Brooklyn,40.71685,-73.96573,flexible,Entire home/apt,130.0,26.0,73,5.0
Light-Soaked Oasis In Heart Of Greenpoint,Brooklyn,40.73346,-73.95329,flexible,Entire home/apt,172.0,34.0,2,3.0
Budget Room at Brooklyn&Breakfast,Brooklyn,40.67833,-73.96904,strict,Private room,544.0,109.0,204,4.0
Private Bedroom in Bushwick,Brooklyn,40.70548,-73.91776,flexible,Private room,899.0,180.0,15,1.0
Large 1 bedroom apt - can sleep 4,Manhattan,40.79038,-73.94412,strict,Entire home/apt,943.0,189.0,6,2.0
"Private, Cozy hideaway apt in Bklyn for 1 to 4",Brooklyn,40.64234,-73.89033,flexible,Entire home/apt,760.0,152.0,135,3.0
Huge 2 bedroom- long term stay-free wifi & parking,Brooklyn,40.63241,-73.90313,moderate,Entire home/apt,831.0,166.0,79,5.0
North Park Slope Studio,Brooklyn,40.67814,-73.9778,moderate,Entire home/apt,871.0,174.0,2,2.0
"One person, cozy room, real bed. 20 min to city!!!",Queens,40.75037,-73.91265,moderate,Private room,713.0,143.0,28,2.0
Great room in Greenwich Village!,Manhattan,40.73319,-74.00225,moderate,Private room,133.0,27.0,2,4.0
Huge 1BR Wes Anderson Style *Staycation Discounts,Manhattan,40.80459,-73.95685,flexible,Entire home/apt,734.0,147.0,73,3.0
Cozy Home in Harlem ✨,Manhattan,40.81102,-73.94712,flexible,Entire home/apt,303.0,61.0,23,2.0
"ONE-OF-A-KIND, EXPOSED-BRICK, 2-BR LOFT w/ VIEWS",Brooklyn,40.71571,-73.96556,flexible,Entire home/apt,178.0,36.0,93,4.0
Spacious and bright 1 br apartment in West Village,Manhattan,40.73867,-74.00383,flexible,Entire home/apt,978.0,196.0,2,4.0
Huge private room in historic brownstone,Brooklyn,40.68408,-73.92498,flexible,Private room,294.0,59.0,9,5.0
One block to subway station,Bronx,40.80872,-73.92185,moderate,Private room,509.0,102.0,72,4.0
A huge bedroom in Harlem,Manhattan,40.82348,-73.94581,flexible,Private room,373.0,75.0,5,3.0
Brooklyn Carriage House,Brooklyn,40.68066,-73.96644,strict,Entire home/apt,931.0,186.0,11,1.0
New York. Room near Subway and Ocean.,Brooklyn,40.5884,-73.97185,strict,Private room,974.0,195.0,75,3.0
138 Bowery-Classic King Studio,Manhattan,40.71942,-73.99386,moderate,Entire home/apt,622.0,124.0,9,2.0
"2-BR Apt 25min from TIMES SQUARE, Near Shops!",Queens,40.75975,-73.91992,moderate,Entire home/apt,324.0,65.0,4,2.0
"Pvt Bath, Parking/Bkft -  ""Suite Piece of Heaven""",Queens,40.7866,-73.82207,strict,Private room,317.0,63.0,14,4.0
"SUNNY LOFT: Greenwich Village, NYC",Manhattan,40.73105,-74.00285,flexible,Entire home/apt,152.0,30.0,5,4.0
BedStuy Private Room (D7),Brooklyn,40.69058,-73.93068,flexible,Private room,361.0,72.0,8,3.0
Flushing downtown luxury suite,Queens,40.7439,-73.83261,moderate,Private room,634.0,127.0,14,3.0
Charming 1-Bedroom Hotel Just Minutes From JFK,Queens,40.67289,-73.84522,moderate,Private room,619.0,124.0,3,4.0
Private Studio Apartment near Van Cortlandt Park!,Bronx,40.88395,-73.89777,strict,Entire home/apt,432.0,86.0,63,5.0
"A Relaxing, Blessed Apartment #3 (Hotel Style)",Bronx,40.82661,-73.8571,strict,Entire home/apt,123.0,25.0,16,4.0
Twin (Single) Bed in East Village Apartment,Manhattan,40.72887,-73.98835,moderate,Private room,994.0,199.0,33,5.0
Loft Room in Bushwick,Brooklyn,40.7025,-73.93561,flexible,Private room,675.0,135.0,1,5.0
Authentic Apartment in the heart of Brooklyn,Brooklyn,40.66045,-73.89873,strict,Entire home/apt,297.0,59.0,121,5.0
Spacious Beautiful 1BR APT,Brooklyn,40.66965,-73.95517,moderate,Entire home/apt,104.0,21.0,17,5.0
The Perfect Room 1 stop to East Village!,Brooklyn,40.71435,-73.96292,flexible,Private room,300.0,60.0,56,4.0
Lovely 1 Bedroom condo in Brooklyn,Brooklyn,40.64829,-73.94991,flexible,Entire home/apt,613.0,123.0,1,2.0
Brooklyn Room Available [furnished],Brooklyn,40.68928,-73.93153,moderate,Private room,823.0,165.0,42,4.0
PRIVATE BACK PATIO - light-filled luxury apartment,Brooklyn,40.69224,-73.95819,flexible,Private room,83.0,17.0,1,1.0
FLAT MACDONOUGH GARDEN,Brooklyn,40.68281,-73.93524,moderate,Entire home/apt,853.0,171.0,124,2.0
"Cozy apartment with art, good light & books",Brooklyn,40.67532,-73.99981,flexible,Entire home/apt,274.0,55.0,20,3.0
MODERN COZY ROOM,Queens,40.77377,-73.91644,strict,Private room,201.0,40.0,1,2.0
West Village upscale apartment,Manhattan,40.73814,-74.00047,moderate,Entire home/apt,240.0,48.0,108,1.0
Heart of Soho! Cute studio with clean finishes!,Manhattan,40.72789,-74.00275,strict,Entire home/apt,969.0,194.0,15,4.0
Private room in Sunnyside 1,Queens,40.7385,-73.91993,flexible,Private room,124.0,25.0,143,3.0
"Rise & Shine: Home in Ditmas, Brooklyn!",Brooklyn,40.6392,-73.96499,flexible,Entire home/apt,207.0,41.0,1,2.0
Brooklyn Studio near ALL subways,Brooklyn,40.68854,-73.97789,flexible,Entire home/apt,324.0,65.0,4,3.0
Brand New PRIVATE garden level- Close to airport,Brooklyn,40.6819,-73.89097,moderate,Entire home/apt,478.0,96.0,3,3.0
"Full Parlor Floor––sunny, spacious in Ft. Greene",Brooklyn,40.68968,-73.97087,flexible,Entire home/apt,626.0,125.0,1,2.0
Spacious Williamsburg Artist's Duplex,Brooklyn,40.71509,-73.96342,flexible,Entire home/apt,271.0,54.0,6,5.0
Bright & Large Brownstone Beauty mins away frm NYC,Brooklyn,40.65028,-73.97771,flexible,Entire home/apt,860.0,172.0,37,5.0
Artistic n Funky 1BD by the Park!,Manhattan,40.78605,-73.95087,flexible,Entire home/apt,73.0,15.0,4,5.0
Modern Private Room in NYC close to RUMC,Staten Island,40.63313,-74.09093,flexible,Private room,404.0,81.0,10,3.0
Quiet sanctuary in the heart of the UES,Manhattan,40.76305,-73.96704,strict,Entire home/apt,669.0,134.0,2,5.0
"Single bed room facing south w/A/C, washer/dryer",Brooklyn,40.68194,-73.91832,flexible,Private room,265.0,53.0,86,3.0
Lovely Light-Filled Room in Brooklyn Townhouse!,Brooklyn,40.67577,-73.94732,flexible,Private room,887.0,177.0,17,3.0
Spacious & Spectacular,Brooklyn,40.67921,-73.94283,moderate,Private room,824.0,165.0,20,2.0
UNTITLED at Freeman - Tower Balcony Studio 1404,Manhattan,40.72075,-73.99366,moderate,Entire home/apt,251.0,50.0,30,4.0
Cozy place to stay,Manhattan,40.75726,-73.99506,strict,Private room,406.0,81.0,6,4.0
Spacious & Comfy by Prospect Park,Brooklyn,40.6593,-73.95686,flexible,Private room,93.0,19.0,46,5.0
Cozy private room in beautiful apt,Manhattan,40.85084,-73.94125,strict,Private room,849.0,170.0,65,1.0
Comfy Wall Street Apartment,Manhattan,40.70586,-74.00875,moderate,Private room,115.0,23.0,3,1.0
Sunny bedroom in AMAZING LOCATION Williamsburg,Brooklyn,40.71435,-73.96336,flexible,Private room,855.0,171.0,1,1.0
Cozy 1br apt in center flushing,Queens,40.75529,-73.83043,strict,Entire home/apt,991.0,198.0,1,4.0
Large Soho Loft - Prime Location,Manhattan,40.72178,-73.99742,flexible,Entire home/apt,911.0,182.0,1,2.0
WE'RE HOME TOTO! WE ARE HOME!,Manhattan,40.79986,-73.95387,moderate,Private room,246.0,49.0,5,3.0
Beautiful sunny studio.,Brooklyn,40.64765,-73.95804,strict,Private room,971.0,194.0,45,3.0
Soulful minipenthouse perched over East Village,Manhattan,40.7277,-73.97841,strict,Private room,941.0,188.0,112,5.0
"Private, sunny studio apartment in Queens",Queens,40.70036,-73.90238,moderate,Entire home/apt,388.0,78.0,11,5.0
One Bedroom Bronx Bohemian style living space,Bronx,40.87759,-73.88459,strict,Private room,77.0,15.0,6,4.0
"Bright, spacious 1BR in great location",Manhattan,40.73927,-73.99974,strict,Entire home/apt,706.0,141.0,4,5.0
Luxury Renovated LOFT in Downtown Chelsea. NYC.,Manhattan,40.73888,-73.99919,moderate,Entire home/apt,769.0,154.0,32,2.0
Charming 1b/studio in primary east village,Manhattan,40.72438,-73.9907,flexible,Entire home/apt,530.0,106.0,2,3.0
Great Private Room - 2 Beds With Laundry in Unit,Brooklyn,40.70898,-73.96497,flexible,Private room,495.0,99.0,5,3.0
Comfortable room in Brooklyn,Brooklyn,40.68163,-73.98088,strict,Private room,683.0,137.0,1,2.0
Beautiful Georgian Studio in the Heart of Chelsea,Manhattan,40.73777,-73.99392,moderate,Private room,284.0,57.0,78,3.0
"Bright, airy, Soho 1 bedroom",Manhattan,40.72224,-74.00356,moderate,Entire home/apt,892.0,178.0,1,5.0
Cozy bright studio flat - Soho/Village,Manhattan,40.7263,-74.00344,flexible,Entire home/apt,837.0,167.0,136,2.0
Private Brooklyn Historic Brownstone Duplex,Brooklyn,40.68408,-73.93383,strict,Entire home/apt,300.0,60.0,49,5.0
Awesome Private Room in Historic Village of Harlem,Manhattan,40.80048,-73.94864,strict,Private room,724.0,145.0,79,3.0
Sonder | Stock Exchange | Superior 2BR + Sofa Bed,Manhattan,40.707,-74.01208,flexible,Entire home/apt,430.0,86.0,2,2.0
"Sweet, Small Brooklyn Room!",Brooklyn,40.69334,-73.93849,flexible,Private room,245.0,49.0,1,3.0
King Bed! New York City's newest and best Hotel!,Manhattan,40.75099,-73.98466,moderate,Private room,954.0,191.0,2,3.0
"""S"" HOTEL ROOM LIKE!!!  WITH AFFORDABLE RATE!!!",Queens,40.68803,-73.86497,strict,Private room,618.0,124.0,55,3.0
NO CLEANING FEE: Hostel-style Bronx Private Room,Bronx,40.89661,-73.85693,moderate,Private room,548.0,110.0,248,2.0
Centrally Located Apt with Character in Bed Stuy,Brooklyn,40.69299,-73.9482,moderate,Private room,60.0,12.0,51,3.0
Madison Square - Double Double,Manhattan,40.75491,-73.99644,moderate,Private room,297.0,59.0,24,5.0
Perfect ap in Manhattan! Walking to Central Park!,Manhattan,40.76811,-73.95194,strict,Entire home/apt,521.0,104.0,10,1.0
Stylish 2BR Astoria Haven (+WFH),Queens,40.76742,-73.93025,flexible,Entire home/apt,559.0,112.0,15,4.0
Cozy one bedroom next to Central Park,Manhattan,40.79632,-73.96161,flexible,Entire home/apt,805.0,161.0,1,3.0
Sunny Studio in Midtown Manhattan,Manhattan,40.74533,-73.9772,moderate,Entire home/apt,183.0,37.0,5,2.0
LARGE-Sunny 1br in Heart of Brooklyn,Brooklyn,40.68678,-73.95372,strict,Entire home/apt,790.0,158.0,9,3.0
Gramercy~Reno New 1BR-Sleeps 4~,Manhattan,40.73568,-73.98062,flexible,Entire home/apt,909.0,182.0,2,2.0
luxury Upper East Side 1 BR,Manhattan,40.77575,-73.95304,strict,Entire home/apt,205.0,41.0,1,1.0
Private Bedroom #2,Queens,40.74776,-73.88827,moderate,Private room,689.0,138.0,70,2.0
"""33&2"" 1bdr aprt with fireplace in Manhattan",Manhattan,40.744232,-73.977211,flexible,Entire home/apt,567.0,113.0,8,4.0
Delightful Sunny Room in Bedstuy 3BR,Brooklyn,40.69351,-73.94221,strict,Private room,557.0,111.0,2,4.0
Cozy Apartment- Lower East Side near F/M/J/Z  :),Manhattan,40.71848,-73.98439,moderate,Private room,796.0,159.0,21,2.0
Cozy Brownstone Room Near NYU Hospital,Brooklyn,40.64132,-74.01767,strict,Private room,478.0,96.0,11,5.0
2 bedroom Kid Friendly Cobble Hill,Brooklyn,40.685,-73.99369,strict,Entire home/apt,129.0,26.0,12,1.0
Comfy Spacious BR very close to Times Square,Manhattan,40.75982,-73.99105,strict,Private room,115.0,23.0,93,5.0
Bushwickian Paradise,Brooklyn,40.69243,-73.90741,flexible,Entire home/apt,202.0,40.0,3,3.0
Railroad 2 bdr apartment,Manhattan,40.789,-73.94798,strict,Entire home/apt,281.0,56.0,1,3.0
Spacious & happy gem in LES!,Manhattan,40.71996,-73.98729,moderate,Private room,683.0,137.0,2,1.0
Cozy,Brooklyn,40.68249,-73.97139,strict,Private room,184.0,37.0,73,5.0
Gorgeous 1BR Park Slope Apt/Garden,Brooklyn,40.67505,-73.97795,strict,Entire home/apt,525.0,105.0,10,5.0
"COSY BEDROOM CLOSE TO MANHATTAN, Brooklyn",Brooklyn,40.68449,-73.92881,moderate,Private room,384.0,77.0,22,5.0
Brand New Furnished Room in Prime NYC,Queens,40.70725,-73.89473,moderate,Private room,820.0,164.0,1,3.0
Amazing  apt  Steps away from NYU and Union Square,Manhattan,40.73219,-73.98503,moderate,Entire home/apt,737.0,147.0,9,2.0
Boho Chic Rhapsody in New York City,Manhattan,40.74027,-73.98061,strict,Entire home/apt,59.0,12.0,72,4.0
East Elmhurst  Front walk-in Apartment,Queens,40.76288,-73.86923,moderate,Private room,752.0,150.0,45,3.0
Magnolia Room,Brooklyn,40.65075,-73.96484,flexible,Private room,939.0,188.0,3,2.0
Great apartment (midtown area ),Manhattan,40.76343,-73.99391,strict,Entire home/apt,346.0,69.0,5,4.0
Bright Bedstuy Bedroom,Brooklyn,40.68716,-73.923,strict,Private room,469.0,94.0,3,2.0
Light-Filled Loft (Morgan L),Brooklyn,40.70647,-73.93265,strict,Private room,107.0,21.0,10,4.0
Beautiful Spacious  Apt. in Washington Heights!,Manhattan,40.83945,-73.94353,moderate,Entire home/apt,181.0,36.0,5,5.0
Bronx Well-lit One Bedroom Apartment (Private),Bronx,40.87885,-73.85676,strict,Entire home/apt,558.0,112.0,67,2.0
Stuytown apartment,Manhattan,40.72957,-73.97715,moderate,Entire home/apt,815.0,163.0,5,2.0
"Cozy Private One Bedroom, Brooklyn",Brooklyn,40.68877,-73.95408,strict,Private room,413.0,83.0,36,3.0
Stay in Harlem 1 - 3 months!,Manhattan,40.80535,-73.95407,moderate,Private room,597.0,119.0,1,5.0
Shared Apartment In Midtown East 1,Manhattan,40.75649,-73.97008,flexible,Shared room,432.0,86.0,2,5.0
Cozy Private Room in Upper Manhattan,Manhattan,40.82473,-73.94778,flexible,Private room,887.0,177.0,1,5.0
New York Multi-unit building,Queens,40.75446,-73.86927,moderate,Private room,566.0,113.0,46,2.0
Gorgeous- 2 Bedroom Apartment,Manhattan,40.77219,-73.95588,strict,Entire home/apt,214.0,43.0,2,5.0
Charming 3BR Apt in Downtown Manhattan,Manhattan,40.70757,-74.01386,flexible,Entire home/apt,241.0,48.0,4,3.0
